ADM3_PCODE,ADM2_PCODE,ADM1_PCODE
UA5110005,UA5110,UA51
UA5110007,UA5110,UA51
UA5110009,UA5110,UA51
UA5110011,UA5110,UA51
UA5110013,UA5110,UA51
UA5110015,UA5110,UA51
UA5110017,UA5110,UA51
UA5110019,UA5110,UA51
UA5110021,UA5110,UA51
UA5110023,UA5110,UA51
UA5110025,UA5110,UA51
UA5110027,UA5110,UA51
UA5110029,UA5110,UA51
UA5110031,UA5110,UA51
UA5110033,UA5110,UA51
UA5110035,UA5110,UA51
UA5110037,UA5110,UA51
UA5110039,UA5110,UA51
UA5110041,UA5110,UA51
UA5110043,UA5110,UA51
UA5112001,UA5112,UA51
UA5112003,UA5112,UA51
UA5112005,UA5112,UA51
UA5112007,UA5112,UA51
UA5112009,UA5112,UA51
UA5112011,UA5112,UA51
UA5112013,UA5112,UA51
UA5112015,UA5112,UA51
UA5112017,UA5112,UA51
UA5112019,UA5112,UA51
UA5112021,UA5112,UA51
UA5112023,UA5112,UA51
UA5114001,UA5114,UA51
UA5114003,UA5114,UA51
UA5114005,UA5114,UA51
UA5114007,UA5114,UA51
UA5114009,UA5114,UA51
UA5114011,UA5114,UA51
UA5114013,UA5114,UA51
UA5114015,UA5114,UA51
UA5114017,UA5114,UA51
UA5302001,UA5302,UA53
UA5302003,UA5302,UA53
UA5302005,UA5302,UA53
UA5302007,UA5302,UA53
UA5302009,UA5302,UA53
UA5302011,UA5302,UA53
UA5302013,UA5302,UA53
UA5302015,UA5302,UA53
UA5302017,UA5302,UA53
UA5302019,UA5302,UA53
UA5302021,UA5302,UA53
UA5302023,UA5302,UA53
UA5304001,UA5304,UA53
UA5304003,UA5304,UA53
UA5304005,UA5304,UA53
UA5304007,UA5304,UA53
UA5304009,UA5304,UA53
UA5304011,UA5304,UA53
UA5304013,UA5304,UA53
UA5306001,UA5306,UA53
UA5306003,UA5306,UA53
UA5306005,UA5306,UA53
UA5306007,UA5306,UA53
UA5306009,UA5306,UA53
UA5306011,UA5306,UA53
UA5306013,UA5306,UA53
UA5306015,UA5306,UA53
UA5306017,UA5306,UA53
UA5306019,UA5306,UA53
UA5306021,UA5306,UA53
UA5306023,UA5306,UA53
UA5306025,UA5306,UA53
UA5306027,UA5306,UA53
UA5306029,UA5306,UA53
UA5306031,UA5306,UA53
UA5306033,UA5306,UA53
UA5308001,UA5308,UA53
UA5308003,UA5308,UA53
UA5308005,UA5308,UA53
UA5308007,UA5308,UA53
UA5308009,UA5308,UA53
UA5308011,UA5308,UA53
UA5308013,UA5308,UA53
UA5308015,UA5308,UA53
UA5308017,UA5308,UA53
UA5308019,UA5308,UA53
UA5308021,UA5308,UA53
UA5308023,UA5308,UA53
UA5308025,UA5308,UA53
UA5308027,UA5308,UA53
UA5308029,UA5308,UA53
UA5308031,UA5308,UA53
UA5308033,UA5308,UA53
UA5308035,UA5308,UA53
UA5308037,UA5308,UA53
UA5308039,UA5308,UA53
UA5308041,UA5308,UA53
UA5308043,UA5308,UA53
UA5308045,UA5308,UA53
UA5308047,UA5308,UA53
UA5602001,UA5602,UA56
UA5602003,UA5602,UA56
UA5602005,UA5602,UA56
UA5602007,UA5602,UA56
UA5602009,UA5602,UA56
UA5602011,UA5602,UA56
UA5602013,UA5602,UA56
UA5602015,UA5602,UA56
UA5604001,UA5604,UA56
UA5604003,UA5604,UA56
UA5604005,UA5604,UA56
UA5604007,UA5604,UA56
UA5604009,UA5604,UA56
UA5604011,UA5604,UA56
UA5604013,UA5604,UA56
UA5604015,UA5604,UA56
UA5604017,UA5604,UA56
UA5604019,UA5604,UA56
UA5604021,UA5604,UA56
UA5604023,UA5604,UA56
UA5604025,UA5604,UA56
UA5604027,UA5604,UA56
UA5604029,UA5604,UA56
UA5604031,UA5604,UA56
UA5604033,UA5604,UA56
UA5604035,UA5604,UA56
UA5604037,UA5604,UA56
UA5606001,UA5606,UA56
UA5606003,UA5606,UA56
UA5606005,UA5606,UA56
UA5606007,UA5606,UA56
UA5606009,UA5606,UA56
UA5606011,UA5606,UA56
UA5606013,UA5606,UA56
UA5606015,UA5606,UA56
UA5606017,UA5606,UA56
UA5606019,UA5606,UA56
UA5606021,UA5606,UA56
UA5606023,UA5606,UA56
UA5606025,UA5606,UA56
UA5606027,UA5606,UA56
UA5606029,UA5606,UA56
UA5606031,UA5606,UA56
UA5606033,UA5606,UA56
UA5606035,UA5606,UA56
UA5606037,UA5606,UA56
UA5606039,UA5606,UA56
UA5606041,UA5606,UA56
UA5606043,UA5606,UA56
UA5606045,UA5606,UA56
UA5606047,UA5606,UA56
UA5606049,UA5606,UA56
UA5606051,UA5606,UA56
UA5608001,UA5608,UA56
UA5608003,UA5608,UA56
UA5608005,UA5608,UA56
UA5608007,UA5608,UA56
UA5608009,UA5608,UA56
UA5608011,UA5608,UA56
UA5608013,UA5608,UA56
UA5608015,UA5608,UA56
UA5608017,UA5608,UA56
UA5608019,UA5608,UA56
UA5608021,UA5608,UA56
UA5902001,UA5902,UA59
UA5902003,UA5902,UA59
UA5902005,UA5902,UA59
UA5902007,UA5902,UA59
UA5902009,UA5902,UA59
UA5902011,UA5902,UA59
UA5902013,UA5902,UA59
UA5902015,UA5902,UA59
UA5904001,UA5904,UA59
UA5904003,UA5904,UA59
UA5904005,UA5904,UA59
UA5904007,UA5904,UA59
UA5904009,UA5904,UA59
UA5904011,UA5904,UA59
UA5904013,UA5904,UA59
UA5904015,UA5904,UA59
UA5904017,UA5904,UA59
UA5906001,UA5906,UA59
UA5906003,UA5906,UA59
UA5906005,UA5906,UA59
UA5906007,UA5906,UA59
UA5906009,UA5906,UA59
UA5906011,UA5906,UA59
UA5906013,UA5906,UA59
UA5906015,UA5906,UA59
UA5908001,UA5908,UA59
UA5908003,UA5908,UA59
UA5908005,UA5908,UA59
UA5908007,UA5908,UA59
UA5908009,UA5908,UA59
UA5908011,UA5908,UA59
UA5908013,UA5908,UA59
UA5908015,UA5908,UA59
UA5908017,UA5908,UA59
UA5908019,UA5908,UA59
UA5908021,UA5908,UA59
UA5908023,UA5908,UA59
UA5908025,UA5908,UA59
UA5908027,UA5908,UA59
UA5908029,UA5908,UA59
UA5908031,UA5908,UA59
UA5910001,UA5910,UA59
UA5910003,UA5910,UA59
UA5910005,UA5910,UA59
UA5910007,UA5910,UA59
UA5910009,UA5910,UA59
UA5910011,UA5910,UA59
UA5910013,UA5910,UA59
UA5910015,UA5910,UA59
UA5910017,UA5910,UA59
UA5910019,UA5910,UA59
UA6102001,UA6102,UA61
UA6102003,UA6102,UA61
UA6102005,UA6102,UA61
UA6102007,UA6102,UA61
UA6102009,UA6102,UA61
UA6102011,UA6102,UA61
UA6102013,UA6102,UA61
UA6102015,UA6102,UA61
UA6104001,UA6104,UA61
UA6104003,UA6104,UA61
UA6104005,UA6104,UA61
UA6104007,UA6104,UA61
UA6104009,UA6104,UA61
UA6104011,UA6104,UA61
UA6104013,UA6104,UA61
UA6104015,UA6104,UA61
UA6104017,UA6104,UA61
UA6104019,UA6104,UA61
UA6104021,UA6104,UA61
UA6104023,UA6104,UA61
UA6104025,UA6104,UA61
UA6104027,UA6104,UA61
UA6104029,UA6104,UA61
UA6104031,UA6104,UA61
UA6104033,UA6104,UA61
UA6104035,UA6104,UA61
UA6104037,UA6104,UA61
UA6104039,UA6104,UA61
UA6104041,UA6104,UA61
UA6104043,UA6104,UA61
UA6104045,UA6104,UA61
UA6104047,UA6104,UA61
UA6104049,UA6104,UA61
UA6106001,UA6106,UA61
UA6106003,UA6106,UA61
UA6106005,UA6106,UA61
UA6106007,UA6106,UA61
UA6106009,UA6106,UA61
UA6106011,UA6106,UA61
UA6106013,UA6106,UA61
UA6106015,UA6106,UA61
UA6106017,UA6106,UA61
UA6106019,UA6106,UA61
UA6106021,UA6106,UA61
UA6106023,UA6106,UA61
UA6106025,UA6106,UA61
UA6106027,UA6106,UA61
UA6106029,UA6106,UA61
UA6106031,UA6106,UA61
UA6106033,UA6106,UA61
UA6106035,UA6106,UA61
UA6106037,UA6106,UA61
UA6106039,UA6106,UA61
UA6106041,UA6106,UA61
UA6106043,UA6106,UA61
UA6302001,UA6302,UA63
UA6302003,UA6302,UA63
UA6302005,UA6302,UA63
UA6302007,UA6302,UA63
UA6302009,UA6302,UA63
UA6304001,UA6304,UA63
UA6304003,UA6304,UA63
UA6304005,UA6304,UA63
UA6304007,UA6304,UA63
UA6304009,UA6304,UA63
UA6304011,UA6304,UA63
UA6304013,UA6304,UA63
UA6304015,UA6304,UA63
UA6306001,UA6306,UA63
UA6306003,UA6306,UA63
UA6306005,UA6306,UA63
UA6306007,UA6306,UA63
UA6306009,UA6306,UA63
UA6306011,UA6306,UA63
UA6308001,UA6308,UA63
UA6308003,UA6308,UA63
UA6308005,UA6308,UA63
UA6308007,UA6308,UA63
UA6308009,UA6308,UA63
UA6308011,UA6308,UA63
UA6308013,UA6308,UA63
UA6308015,UA6308,UA63
UA6310001,UA6310,UA63
UA6310003,UA6310,UA63
UA6310005,UA6310,UA63
UA6310007,UA6310,UA63
UA6310009,UA6310,UA63
UA6312001,UA6312,UA63
UA6312003,UA6312,UA63
UA6312005,UA6312,UA63
UA6312007,UA6312,UA63
UA6312009,UA6312,UA63
UA6312011,UA6312,UA63
UA6312013,UA6312,UA63
UA6312015,UA6312,UA63
UA6312017,UA6312,UA63
UA6312019,UA6312,UA63
UA6312021,UA6312,UA63
UA6312023,UA6312,UA63
UA6312025,UA6312,UA63
UA6312027,UA6312,UA63
UA6312029,UA6312,UA63
UA6314001,UA6314,UA63
UA6314003,UA6314,UA63
UA6314005,UA6314,UA63
UA6314007,UA6314,UA63
UA6314009,UA6314,UA63
UA6314011,UA6314,UA63
UA6314013,UA6314,UA63
UA6314015,UA6314,UA63
UA6314017,UA6314,UA63
UA6502001,UA6502,UA65
UA6502003,UA6502,UA65
UA6502005,UA6502,UA65
UA6502007,UA6502,UA65
UA6502009,UA6502,UA65
UA6502011,UA6502,UA65
UA6502013,UA6502,UA65
UA6502015,UA6502,UA65
UA6502017,UA6502,UA65
UA6502019,UA6502,UA65
UA6502021,UA6502,UA65
UA6504001,UA6504,UA65
UA6504003,UA6504,UA65
UA6504005,UA6504,UA65
UA6504007,UA6504,UA65
UA6506001,UA6506,UA65
UA6506003,UA6506,UA65
UA6506005,UA6506,UA65
UA6506007,UA6506,UA65
UA6506009,UA6506,UA65
UA6506011,UA6506,UA65
UA6506013,UA6506,UA65
UA6506015,UA6506,UA65
UA6506017,UA6506,UA65
UA6506019,UA6506,UA65
UA6506021,UA6506,UA65
UA6506023,UA6506,UA65
UA6506025,UA6506,UA65
UA6506027,UA6506,UA65
UA6506029,UA6506,UA65
UA6508001,UA6508,UA65
UA6508003,UA6508,UA65
UA6508005,UA6508,UA65
UA6508007,UA6508,UA65
UA6508009,UA6508,UA65
UA6508011,UA6508,UA65
UA6508013,UA6508,UA65
UA6508015,UA6508,UA65
UA6508017,UA6508,UA65
UA6510001,UA6510,UA65
UA6510003,UA6510,UA65
UA6510005,UA6510,UA65
UA6510007,UA6510,UA65
UA6510009,UA6510,UA65
UA6510011,UA6510,UA65
UA6510013,UA6510,UA65
UA6510015,UA6510,UA65
UA6510017,UA6510,UA65
UA6510019,UA6510,UA65
UA6802001,UA6802,UA68
UA6802003,UA6802,UA68
UA6802005,UA6802,UA68
UA6802007,UA6802,UA68
UA6802009,UA6802,UA68
UA6802011,UA6802,UA68
UA6802013,UA6802,UA68
UA6802015,UA6802,UA68
UA6802017,UA6802,UA68
UA6802019,UA6802,UA68
UA6802021,UA6802,UA68
UA6802023,UA6802,UA68
UA6802025,UA6802,UA68
UA6802027,UA6802,UA68
UA6802029,UA6802,UA68
UA6804001,UA6804,UA68
UA6804003,UA6804,UA68
UA6804005,UA6804,UA68
UA6804007,UA6804,UA68
UA6804009,UA6804,UA68
UA6804011,UA6804,UA68
UA6804013,UA6804,UA68
UA6804015,UA6804,UA68
UA6804017,UA6804,UA68
UA6804019,UA6804,UA68
UA6804021,UA6804,UA68
UA6804023,UA6804,UA68
UA6804025,UA6804,UA68
UA6804027,UA6804,UA68
UA6804029,UA6804,UA68
UA6804031,UA6804,UA68
UA6804033,UA6804,UA68
UA6804035,UA6804,UA68
UA6804037,UA6804,UA68
UA6804039,UA6804,UA68
UA6804041,UA6804,UA68
UA6804043,UA6804,UA68
UA6804045,UA6804,UA68
UA6804047,UA6804,UA68
UA6804049,UA6804,UA68
UA6804051,UA6804,UA68
UA6804053,UA6804,UA68
UA6806001,UA6806,UA68
UA6806003,UA6806,UA68
UA6806005,UA6806,UA68
UA6806007,UA6806,UA68
UA6806009,UA6806,UA68
UA6806011,UA6806,UA68
UA6806013,UA6806,UA68
UA6806015,UA6806,UA68
UA6806017,UA6806,UA68
UA6806019,UA6806,UA68
UA6806021,UA6806,UA68
UA6806023,UA6806,UA68
UA6806025,UA6806,UA68
UA6806027,UA6806,UA68
UA6806029,UA6806,UA68
UA6806031,UA6806,UA68
UA6806033,UA6806,UA68
UA6806035,UA6806,UA68
UA7102001,UA7102,UA71
UA7102003,UA7102,UA71
UA7102005,UA7102,UA71
UA7102007,UA7102,UA71
UA7102009,UA7102,UA71
UA7102011,UA7102,UA71
UA7102013,UA7102,UA71
UA7102015,UA7102,UA71
UA7102017,UA7102,UA71
UA7102019,UA7102,UA71
UA7102021,UA7102,UA71
UA7102023,UA7102,UA71
UA7102025,UA7102,UA71
UA7102027,UA7102,UA71
UA7102029,UA7102,UA71
UA7102031,UA7102,UA71
UA7102033,UA7102,UA71
UA7104001,UA7104,UA71
UA7104003,UA7104,UA71
UA7104005,UA7104,UA71
UA7104007,UA7104,UA71
UA7104009,UA7104,UA71
UA7104011,UA7104,UA71
UA7104013,UA7104,UA71
UA7104015,UA7104,UA71
UA7104017,UA7104,UA71
UA7104019,UA7104,UA71
UA7104021,UA7104,UA71
UA7106001,UA7106,UA71
UA7106003,UA7106,UA71
UA7106005,UA7106,UA71
UA7106007,UA7106,UA71
UA7106009,UA7106,UA71
UA7106011,UA7106,UA71
UA7106013,UA7106,UA71
UA7106015,UA7106,UA71
UA7106017,UA7106,UA71
UA7106019,UA7106,UA71
UA7106021,UA7106,UA71
UA7106023,UA7106,UA71
UA7108001,UA7108,UA71
UA7108003,UA7108,UA71
UA7108005,UA7108,UA71
UA7108007,UA7108,UA71
UA7108009,UA7108,UA71
UA7108011,UA7108,UA71
UA7108013,UA7108,UA71
UA7108015,UA7108,UA71
UA7108017,UA7108,UA71
UA7108019,UA7108,UA71
UA7108021,UA7108,UA71
UA7108023,UA7108,UA71
UA7108025,UA7108,UA71
UA7108027,UA7108,UA71
UA7108029,UA7108,UA71
UA7108031,UA7108,UA71
UA7108033,UA7108,UA71
UA7108035,UA7108,UA71
UA7108037,UA7108,UA71
UA7108039,UA7108,UA71
UA7108041,UA7108,UA71
UA7108043,UA7108,UA71
UA7108045,UA7108,UA71
UA7108047,UA7108,UA71
UA7108049,UA7108,UA71
UA7108051,UA7108,UA71
UA7302001,UA7302,UA73
UA7302003,UA7302,UA73
UA7302005,UA7302,UA73
UA7302007,UA7302,UA73
UA7302009,UA7302,UA73
UA7302011,UA7302,UA73
UA7302013,UA7302,UA73
UA7302015,UA7302,UA73
UA7302017,UA7302,UA73
UA7304001,UA7304,UA73
UA7304003,UA7304,UA73
UA7304005,UA7304,UA73
UA7304007,UA7304,UA73
UA7304009,UA7304,UA73
UA7304011,UA7304,UA73
UA7304013,UA7304,UA73
UA7304015,UA7304,UA73
UA7304017,UA7304,UA73
UA7304019,UA7304,UA73
UA7306001,UA7306,UA73
UA7306003,UA7306,UA73
UA7306005,UA7306,UA73
UA7306007,UA7306,UA73
UA7306009,UA7306,UA73
UA7306011,UA7306,UA73
UA7306013,UA7306,UA73
UA7306015,UA7306,UA73
UA7306017,UA7306,UA73
UA7306019,UA7306,UA73
UA7306021,UA7306,UA73
UA7306023,UA7306,UA73
UA7306025,UA7306,UA73
UA7306027,UA7306,UA73
UA7306029,UA7306,UA73
UA7306031,UA7306,UA73
UA7306033,UA7306,UA73
UA7306035,UA7306,UA73
UA7306037,UA7306,UA73
UA7306039,UA7306,UA73
UA7306041,UA7306,UA73
UA7306043,UA7306,UA73
UA7306045,UA7306,UA73
UA7306047,UA7306,UA73
UA7306049,UA7306,UA73
UA7306051,UA7306,UA73
UA7306053,UA7306,UA73
UA7306055,UA7306,UA73
UA7306057,UA7306,UA73
UA7306059,UA7306,UA73
UA7306061,UA7306,UA73
UA7306063,UA7306,UA73
UA7306065,UA7306,UA73
UA7402001,UA7402,UA74
UA7402003,UA7402,UA74
UA7402005,UA7402,UA74
UA7402007,UA7402,UA74
UA7402009,UA7402,UA74
UA7404001,UA7404,UA74
UA7404003,UA7404,UA74
UA7404005,UA7404,UA74
UA7404007,UA7404,UA74
UA7404009,UA7404,UA74
UA7404011,UA7404,UA74
UA7404013,UA7404,UA74
UA7404015,UA7404,UA74
UA7404017,UA7404,UA74
UA7404019,UA7404,UA74
UA7404021,UA7404,UA74
UA7404023,UA7404,UA74
UA7404025,UA7404,UA74
UA7404027,UA7404,UA74
UA7404029,UA7404,UA74
UA7404031,UA7404,UA74
UA7404033,UA7404,UA74
UA7406001,UA7406,UA74
UA7406003,UA7406,UA74
UA7406005,UA7406,UA74
UA7406007,UA7406,UA74
UA7408001,UA7408,UA74
UA7408003,UA7408,UA74
UA7408005,UA7408,UA74
UA7408007,UA7408,UA74
UA7408009,UA7408,UA74
UA7408011,UA7408,UA74
UA7408013,UA7408,UA74
UA7408015,UA7408,UA74
UA7408017,UA7408,UA74
UA7408019,UA7408,UA74
UA7408021,UA7408,UA74
UA7410001,UA7410,UA74
UA7410003,UA7410,UA74
UA7410005,UA7410,UA74
UA7410007,UA7410,UA74
UA7410009,UA7410,UA74
UA7410011,UA7410,UA74
UA7410013,UA7410,UA74
UA7410015,UA7410,UA74
UA7410017,UA7410,UA74
UA7410019,UA7410,UA74
UA7410021,UA7410,UA74
UA7410023,UA7410,UA74
UA7410025,UA7410,UA74
UA7410027,UA7410,UA74
UA7410029,UA7410,UA74
UA7410031,UA7410,UA74
UA7410033,UA7410,UA74
UA7410035,UA7410,UA74
UA7410037,UA7410,UA74
UA7410039,UA7410,UA74
UA8000000,UA8000,UA80
UA8500000,UA8500,UA85
